num	name	element	str3	utc	tc	journal
104023		Ir1Mo3	sigma-CrFe	K	6.8	PRENUM PRESS 1973
40398	LaRhBi	La1Rh1Bi1	TiNiSi	K	2.36	Physica B, 230-232(1997)380
131025	AuGa2	Au1Ga2	CaF2	K	1.14	Plenum Press (1978)
150239	ScRe2	Re2Sc1	MgZn2(Laves)	K	0.93	J.Less-Common Met., 81(1981)349
152533	Fe2As2Ca4(Al,Ti)2O6	Fe2As2Ca4Al1.34Ti0.66O6		K	12.5	Supercond.Sci.Technol., 23(2010)115005
40497	Mo6Se8	Mo6Se7.6	Chevrel	K	6.28	Phys.Rev.Lett., 40(1978)1104
4132	YBa2Cu3O7	Y1Ba2Cu3O7-Z	Y123	K	80.0	SOLID STATE COMMUN.,78(1991)809
131313	Ta(C,N)	C0.002N0.937Ta1		K	8.91	Solid State Commun., 20(1976)869
100920	Cd0.9Ge0.1	Cd0.9Ge0.1		K	1.7	J.LOW TEMP.PHYS.,10(1973)735
101960	Nb0.2Zr0.8	Nb0.2Zr0.8		K	8.0	J.NUCLEAR MATERIALS,43(1972)258
112494	Th1-xPrx	Pr0.179Th0.821		K	0.75	HELV.PHYS.ACTA,41(1968)723
158318	(Tl0.7Gd0.3)Sr2Ca0.8Cr0.2Cu2O7	Tl0.7Gd0.3Sr2Ca0.8Cr0.2Cu2O7	Tl1212	K	61.0	J.Alloys Compd., 772(2019)745
111703	LixZrNCl	Li0.6Zr1N1Cl1		K	11.7	Phys.Rev.B, 69(2004)134522
33592	(Eu,Ce)2Sr2RuCu2O10	Eu1.2Ce0.8Sr2Ru1Cu2O10	Ru1222	K	30.0	Phys.Rev.B, 66(2002)24503
3787	(Y,Na)Ba2Cu3O7	Y1Ba2Cu3OZ	Y123	K	90.6	SOLID STATE COMMUN.,65(1988)1001
19511	Y1Ba2Cu3Oz	Y1Ba2Cu3OZ	Y123	K	91.5	Phys.Rev.B,59(1999)6550
4493		Ca0.9Ce0.1Ba1La1Cu3O7.02		K	60.5	PHYSICA C,216(1993)181
109675	Y(Ni,Mn)2B2C	Y1Ni1.98Mn0.02B2C1	LuNi2B2C	K	15.48	Physica C, 363(2001)41
8746	(La,Y)3CaBa3(Cu,Fe)7Oz	La2.5Y0.5Ca1Ba3Cu6.72Fe0.28O16.592	3137	K	70.0	Physica C,313(1999)41-48
157980	Ce1-xNdxO0.5F0.5BiS2	Ce0.2Nd0.8F0.5Bi1S2O0.5	CeOBiS2	K	4.48	Sci,Rep., 5(2015)14968
102251	Si0.4W0.6	Si0.4W0.6		K	2.84	Phys.Rev., 93(1954)1004
4508	Nd2Ba4Cu7O14	Nd2Ba4Cu7O15.38	Y247	K	35.0	PHYSICA C,216(1993)140
100484	Be13Ga1	Be13Ga1		K	5.6	DOK.AKAD.NAUK SSSR,208(1973)303
40626	(Zr,Hf)V2	Zr0.3Hf0.7V2	MgCu2(Laves)	K	9.96	Appl.Phys.Lett., 18(1971)235
40686	(Mg,Fe)B2	Mg0.994Fe0.006B2	AlB2	K	34.2	Phys.Rev.B, 73(2006)214505
102720	Sn0.65Tl0.35	Sn0.65Tl0.35		K	7.1	ZH.ETF PIS.RED.,10(1969)289
10381	(Nd,Ce)2(Cu,Zn)O4	Nd1.85Ce0.15Cu0.97Zn0.03O4	T'	K	11.0	Phys.Rev.B,52(1995)3742
158546	YB6	B6Y1	CaB6	K	7.4	Phys.Rev.B, 96(2017)144501
151882	(Cu,Tl)Ba2(Ca,Mg)2(Cu,Co)3O10	Tl0.5Ba2Ca1Mg1Cu3.45Co0.05O10-z	Cu1223	K	96.0	J.Alloy Compd., 481(2009)65
3238	Bi2Sr2(Ca,Pr)Cu2O8	Bi2Sr2Ca0.7Pr0.3Cu2O8	Bi2212	K	61.0	PHYS.REV.B,45(1992)7436
151785	Sr(Fe,Ni)2As2	Sr1Fe1.88Ni0.12As2	ThCr2Si2	K	8.1	Phys.Rev.B, 79(2009)224519
152183	MgB2	Mg1B2	AlB2	K	39.0	Physica C, 469(2009)64
40843	Nb3Sn	Nb3Sn1	Cr3Si(A15)	K	17.6	Solid State Commun., 39(1981)959
151496	(Fe,Co)Se	Fe0.95Co0.05Se1	PbO	K	10.0	J.Phys.Soc.Jpn, 78(2009)074712
111239	(Lu,Dy)Ni2B2C	Lu0.574Dy0.426Ni2B2C1	LuNi2B2C	K	7.54	Phys.Lev.Lett.,77(1998)163
6452	(Y,Ca)(Ba,La)2Cu3Oz	Y0.6Ca0.4Ba1.2La0.8Cu3O7.15		K	67.0	PHYS.C.159(1989)760
154899	DyNi2B2C	Dy1Ni2B2C1	LuNi2B2C	K	6.3	Physca C, 507(2014)55
3136	Bi2(Sr,Li)2CaCu2O8	Bi2Sr1.6Li0.4Ca1Cu2O7.87	Bi2212	K	86.0	PHYSICA C,181(1991)63
153358	(Sr,Eu)(Fe,Co)2As2	Sr0.8Eu0.2Fe1.78Co0.22As2	ThCr2Si2	K	18.0	Phys.Rev.B, 85(2012)064511
109631	K3C60	C60K3	fullerene	K	19.2	J.Am.Chem.Soc., 114(1992)3141
40102	CeCu2Si2	Ce1Cu2Si2	ThCr2Si2	K	0.61	Phys.Rev.B, 68(2003)024522
151212	BaFe2As2	Ba1Fe2As2	ThCr2Si2	K	28.6	J.Phys.:Condens.Matter, 20(2008)472201
130030	Tl0.45Bi0.46Mo6S7.5	Tl0.45Bi0.46Mo6S7.5	Chevrel	K	6.41	Plenum Press, 1976, p137-160
19510	(Y,Ca)(Ba,La)2Cu3Oz	Y0.6Ca0.4Ba1.6La0.4Cu3OZ	Y123	K	83.0	Phys.Rev.B,59(1999)6550
11303	DyBa2Cu3O7	Dy1Ba2Cu3O7	Y123	K	91.7	Phys.Rev.B,51(1995)12900
103683		Nb79.5Sn2.1Al6.1Ge12.3		K	9.4	PRENUM PRESS 1973
111639	La(Pb,Sn)3	La1Pb0.75Sn2.25	Cu3Au	K	2.54	J.Phys.Chem.Solids, 31(1970)2653
158079	ThIr3	Ir3Th1		K	3.05	Physica B, 135(1985)434
9980	(Sm,Y,Ce)2CuO4	Sm1.80375Y0.04625Ce0.15Cu1O4	T'	K	15.0	Physica.C,260(1996)117-124
111903	Cu(Co,Cr)2S4	Cu1Co1.9Cr0.1S4	spinel	K	3.0	J.Phys.Soc.Jpn, 73(2004)1938
90355	(La,Gd)3In	La2.9602Gd0.0398In1		K	6.04	Phys.Rev.Lett., 23(1969)118
157558	NbxBi2Se3	Nb0.3Bi2Se3		K	3.27	Phys.Rev. B, 95(2017)180503
9376	(La,Nd,Ba)2CuO4	La1.72Nd0.1Ba0.18Cu1O4	T	K	19.8	J.Phys.Soc. Jpn, 63(1994)2314-2223
101385	Hf2Ni1	Hf2Ni1	CuAl2	K	0.87	J.LESS-COMMON METALS,27(1972)281
109954	Nb2SCx	Nb2S1C0.85		K	4.68	SSC112(1999)323
6811	Y(Ba,Sr)Cu3O7	Y1Ba1Sr1Cu3O6.91	Y123	K	81.0	Phys.Lett.A,208(1995)257-260
3167		Bi1.7Pb0.3Sb0.05Sr2Ca2Cu3OZ	Bi2223	K	105.8	PHYS.REV.B,44(1991)12516
787	Y(Ba,La)2Cu3Oz	Y1Ba1.9La0.1Cu3O6.975	Y123	K	93.9	PHYSICA C,157(1989)83
1946	(Y,Ca,Pr)Ba2Cu3O7	Y0.75Ca0.05Pr0.2Ba2Cu3O6.95	Y123	K	76.4	PHYS,REV.LETT.63(1989)2516
100958	Ce1Co1.67Ni0.33	Ce1Co1.67Ni0.33	MgCu2(Laves)	K	0.46	J.PHYS.CHEM.SOLIDS,28(1967)1846
20323	Y(Ba,La)2Cu3O7	Y1Ba1.9La0.1Cu3O6.92	Y123	K	87.0	[Fizika tverdogo tela(Phys.of the Solid State)] 41(1999)389
152189	FeSe	Fe1Se0.99	PbO	K	6.99	Phys.Rev.B, 81(2010)205119
40493	KOs2O6	K1Os2O6	pyrochlore	K	9.5	Phys.Rev.B, 73(2006)094518
103567		Nb2.85Mo0.15Al1		K	13.4	PRENUM PRESS 1973
33986	Bi2Sr2CaCu2O8	Bi2Sr2Ca1Cu2O8	Bi2212	K	84.0	J.Phys.: Condens.Matter, 11(1999)3169
7306	Bi2(Sr,Pr)2CuO6	Bi1.95Sr1.45Pr0.6Cu1O6+z	Bi2201	K	20.1	Supercond.Sci.Technol.9(1996)297
1369	YBa2Cu3O7	Y1Ba2Cu3O7-Z	Y123	K	91.0	PHYS.REV.B,38(1988)252
6144	(Gd,Pr,Ca)Ba2Cu3O7	Gd0.7Pr0.1Ca0.2Ba2Cu3Oz	Y123	K	67.8	Physica.C,256(1996)161-167
100395	B5Mo1.8Sc0.2	B5Mo1.8Sc0.2	AlB2	K	8.8	PROC.NAT.ACAD.SCI.,67(1970)313
9321	YBa2Cu3Oz	Y1Ba2Cu3O6.95	Y123	K	90.2	J.Phys.Soc. Jpn, 69(2000)170-177
2751	Bi2(Sr,Ca)2(Cu,Dy)Cu2O8	Bi2Sr1.8Ca1Dy0.2Cu2O8.26	Bi2212	K	89.2	PHYSICA C,174(1991)359
1560	Bi2Sr2(Ca,Tm)CuO8	Bi4Sr4Ca1.8Tm0.2Cu4O16.38	Bi2212	K	83.9	PHYSICAL REVIEW B.,39(1989)4316
32326	(La,Sr)2CuO4	La1.85Sr0.15Cu1O4	T	K	38.0	Phys.Rev.Lett.,83(1999)2254-2257
152180	Sm(O,F)(Fe,Ru)As	Sm1Fe0.8Ru0.2As1F0.15O0.85	oxypnictide	K	18.5	Phys.Rev.B, 81(2010)184504
33301	Bi2Sr2CaCu2O8	Bi2Sr2Ca1Cu2O8	Bi2212	K	89.7	Phys.Rev.Lett., 71(1993)1899
387	GdBa2Cu3O7	Gd1Ba2Cu3O7-Z	Y123	K	94.7	JJAP.LETT.,26(1987)L2034
109255	Nb80(Ga,Mn)20	Nb80Ga15Mn5	Cr3Si(A15)	K	5.0	Physica Stat.Solidi A,57(1980)337
113171	Th1-xYx	Th0.75Y0.25		K	1.63	J.PHYS.SOC.JAPAN,34(1973)391
5360	HgBa2(Ca,Sr)2Cu3O8	Hg1Ba2CaSrCu3O8+z	Hg1223	K	132.0	Physica C,231(1994) 21-25
32017	YBa2Cu3Oz	Y1Ba2Cu3O6.83	Y123	K	90.0	Phys.Rev.Lett.,76(1996)1074
5005	(Pr,Ce)2CuO4	Pr1.86Ce0.14Cu1O4-z	T'	K	25.0	SOLID STATE COMMUN.,87(1993)213
40471	(Pr,Ce)2CuO4	Pr1.83Ce0.17Cu1O4	T'	K	20.3	Phys.Rev.Lett., 74(1995)4927
157446	Ca(Fe,Rh)2As2	Ca1Fe1.96Rh0.04As2	ThCr2Si2	K	10.8	J.Phys.Soc.Jpn, 80(2011)103701
3639	(Pr,R)Ba2Cu3O7	Yb0.5Pr0.5Ba2Cu3O6.67	Y123	K	38.7	PHYSICA C,196(1992)90
157407	Mo(Te,S)2	Mo1Te1.82S0.18		K	0.981	Appl.Phys.Lett., 108(2016)162601
90290	LaGex	Ge2La1	alpha-ThSi2	K	2.24	J.Phys.Soc.Jpn, 27(1969)1463
103700		Al0.5Ge0.5Nb1	Cr3Si(A15)	K	12.6	PRENUM PRESS 1973
151911	PdxTiSe2	Pd0.12Ti1Se2	TX2	K	1.93	Phys.Rev.B, 81(2010)094524
109623	YReBC	Y1Re1B1C1		K	4.7	Solid State Commun., 110(1999)691
3743	(Y,Zn)Ba2Cu3O7	Y0.9Zn0.1Ba2Cu3O7	Y123	K	54.9	Solid State Commun.,69(1989)1079-1083
19318	Bi2(Sr,La)2CuO6	Bi2Sr1.5La0.5Cu1O6+Z	Bi2201	K	21.0	Phys.Rev.B, 59(1999)192
111079	Ce(Rh,Ir)In5	Ce1Rh0.25Ir0.75In5	HoCoGa5	K	0.64	Cond-mat/0107266(2001)
109290	PbTe/PbS	Pb1Te1Pb1S1		K	6.03	Phys.Rev.Lett., 86(2001)512-515
153099	La(Pt,Ni)Si	La1Pt0.5Ni0.5Si1	LaPtSi	K	2.285	Solid State Commun., 94(1995)425
151477	Ba2CaCu2O4(O,F)2	Ba2Ca1Cu2F2O4	212	K	82.0	Appl.Phys.Lett., 92(2008)222501
3300	YBa2Cu4(Li)O8	Y1Ba2Cu4Li0.031O8	Y124	K	72.0	PHYSICA C,192(1992)103
5002	(Ba,K)BiO3	BaKBi1O3	BKBO	K	28.0	SOLID STATE COMMUN.,85(1993)501
150899	CuxTaS2	Cu0.1Ta1S2	TX2	K	2.71	Phys.Rev.B, 78(2008)104520
101330	Ge0.5Pt0.5	Ge0.5Pt0.5		K	1.4	ZH.ETF PIS'MA RED.,18(1973)94
120136	(Th,Ho)2C3	Th1.8Ho0.2C3	Pu2C3	K	5.4	J.Less-Common Metals, 30(1973)217
482	La(Ba,La)2Cu3O7	La2.6Ba3.4Cu6O14.06	Y123	K	26.0	J.PHYS.F,18(1988)95
9228	Y(Ba,Sr)2Cu3Oz	Y1Ba1.5Sr0.5Cu3O6.85	Y123	K	72.9	Phys.Rev.B,58(1998)15208
112373	PdHx	H0.87Pd1		K	2.95	PHYS.STAT.SOL.A,11(1972)K123
103505	V3Si0.76Be0.24	V3Si0.76Be0.24		K	15.6	PRENUM PRESS 1973
2855		Y1Ba2Cu3O7-Z	Y123	K	90.4	Solid Stste Commun.,66(1988)445-450
131412	La3Ga	Ga1La3		K	5.8	J.Alloys Compd., 198(1993)165
113146	Zr1-xRhx	Rh0.05Zr0.95		K	4.8	Z.PHYS.,186(1965)249
9770	(Nd,Pr)Ba2Cu3O7	Nd0.9Pr0.1Ba2Cu3O7-z	Y123	K	73.0	Physica C, 353(2001)77
150929	LaOFeP	La1Fe1P1O1	oxypnictide	K	3.3	J.Phys.Soc.Jpn, 77(2008)094715
1799	YBa2Cu3O7	Y1Ba2Cu3O7-Y	Y123	K	90.0	PHYS.REV.LETT.,61(1988)1313
150424	Pr(Os,Ru)4Sb12	Pr1Os1.2Ru2.8Sb12	skutterudite	K	0.8	Physica B, 403(2008)1038
8332	(Bi,Pb)2Sr2Ca2Cu3O10	Bi1.6Pb0.4Sr2Ca2Cu3O10.24	Bi2212	K	73.3	J.Superconductivity , 11(1998)279
40015	Be22Tc	Be22Tc1		K	5.21	Phys. Lett., 24A(1967)340
2147	(Nd,Ce)2CuO4	Nd1.85Ce0.15Cu1O4-Z	T'	K	24.0	PHYS.REV.B,40(1989)7310
157817	La0.9Sr0.1FeAs1-xPxO	La0.9Sr0.1Fe1As0.8P0.7O1	oxypnictide	K	5.04	Phys.Rev.B, 95(2017)214515
112877	V1-xCox	Co0.017V0.983		K	3.28	HELV.PHYS.ACTA,32(1959)141
3182	K3C60	C60K3		K	13.0	Nature.35(1991)600
109997	(Lu,Y)5Ir4Si10	Lu4.5Y0.5Ir4Si10	Sc5Co4Si10	K	3.9	Phys.Rev.B, 43(1991)7681
103233	Lu1Os2	Lu1Os2		K	3.49	PRENUM PRESS 1973
30209	YBa2Cu3Oz	Y1Ba2Cu3O6.6	Y123	K	60.0	Phys.Rev.B,60(1999)10489
7002	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu1.96Co0.04Oz	Bi2212	K	58.9	Phys.Rev.B,54(1996)86
156614	Sr(Pt1-xPdx)3P	Sr1Pt1.8Pd1.2P1		K	4.82	Phys.Rev.B, 93(2016)214510
151817	Na(Fe,Co)As	Na1Fe0.975Co0.025As1		K	21.1	Phys.Rev.Lett., 104(2010)057007
150560	UCoGe	U1Co1Ge1	TiNiSi	K	0.766	Phys.Rev.B, 77(2008)140506
19249	(La,Nd)Ba2Cu3Oz	La0.5Nd0.5Ba2Cu3OZ	Y123	K	90.0	Phys.Rev.B,58(1998)15238
4025	(La,Sr)2(Cu,Ni)O4	La1.78Sr0.22Cu0.95Ni0.05O4	T	K	4.1	SOLID STATE COMMUN.,72(1989)529
32348	YBa2(Cu,Li)3Oz	Y1Ba2Cu2.79Li0.21O7-Z	Y123	K	53.0	Phys.Rev.Lett.,83(1999)4381-4384
12015	(Ca,La)(Ba,La)2Cu3O7	Ca0.4Ba1.35La1.25Cu3O6.98	Y123	K	40.1	Phys.Rev.B,52(1995)12982
19538	Tl2Ba2Ca2Cu3O10+z	Tl2Ba2Ca2Cu3O10+Z	Tl2223	K	119.0	Phys.Rev.B,59(1999)7216
101873	Nb0.84S0.16	Nb0.84S0.16	Cr3Si(A15)	K	5.6	METALLURGY OF ADVANCED ELECTRONICS MATE,71(1963)
7070	Ba2Ca2Cu3(CO3,BO3)Oz	Ba2Ca4Cu5C0.4B0.6O3+z	C1223	K	120.0	Physica.C,271(1996)79-82
5329	Y(Ba,Cs)2Cu3O7	Y1Ba1.9Cs0.1Cu3O6.65	Y123	K	93.45	Jpn.J.Appl.Phys.Lett.,33 (1994) L219-222
152207	UPt3	Pt3U1	Mg3Cd	K	0.507	Phys.Rev.Lett., 69(1992)3120
103466	Re1Ti1O5	Re1Ti1O5		K	5.71	PRENUM PRESS 1973
5528	Hg(Ba,Sr)2Ca2Cu3O8	Hg0.75Sr0.5Ba1.5Ca2Cu3O8+z	Hg1223	K	126.2	Physica C.,241(1995)211-218
1327	TmBa2Cu3O7	Tm1Ba2Cu3OZ	Y123	K	90.1	Phys.Rev.B,39(1989)9203
9746	RuSr2(Gd,Ca)Cu2O8	Ru1Sr2Gd0.9Ca0.1Cu2O8	Ru1212	K	61.0	Physica C, 350(2001)24
106142	(W,Sn)Mo6S8	W0.25Sn0.875Mo6S8	Chevrel	K	13.635	J.Low Temp.Phys.69(1987)203
111539	(Mg,Au)B2	Mg0.764Au0.236B2		K	24.5	Materials Lett., 58(2003)142-145
32000	T2Ba2CuOz	Tl2Ba2Cu1O6	Tl2201	K	25.0	Phys.Rev.Lett.,76(1996)122
101732	Mo0.5Re0.5	Mo0.5Re0.5		K	11.6	HELV.PHYS.ACTA,343(1961)843
154152	PrPt4Ge12	Pr1Pt4Ge12	skutterudite	K	7.9	Phys.Rev.Lett., 103(2009)147002
6735	YBa2Cu3Oz	Y1Ba2Cu3O6.81	Y123	K	87.3	PHYSICA C,205(1993)139
111847	V1-x-ySixAly	V0.75Si0.2Al0.05	Cr3Si(A15)	K	11.8	Z.NATURFORSCH.A,24(1969)1134
34209	(Y,Ca)(Ba,Nd)2Cu3Oz	Y0.85Ca0.15Ba1.9Nd0.1Cu3Oz	Y123	K	84.2	Physica C, 398(2003)131
155022	(Sr,La)FeAsF	Sr0.8La0.2Fe1As1F1		K	24.4	Europhys.Lett., 85(2009)17011
100880	C1W2	C1W2		K	2.74	Phys.Rev., 87(1952)799
112299	Nb3(Ge,Sn)	Nb3Ge0.1Sn0.9	Cr3Si(A15)	K	17.97	Z.PHYS.,177(1964)10
111928	Nb3(Al,In)	Nb3Al0.8In0.2	Cr3Si(A15)	K	18.1	Z.PHYS.,215(1968)323
40766	C6Yb	C6Yb1		K	6.5	Phys.Rev.B, 74(2006)020501R
112019	Zr1-xNbx	Nb0.8Zr0.2		K	10.9	PHYS.REV.,123(1961)1569
2612		Tl2.1Ca2.6Ba2Cu3.8OZ	Tl2324	K	115.0	JJAP LETT.,28(1989)L1378
6318	(Nd,Ce)2CuO4	Nd1.85Ce0.15Cu1O4-z	T'	K	21.0	PHYS.REV.B,43(1991)5526
33352	HgBa2(Cu,Zn)Oz	Hg1Ba2Cu0.97Zn0.03O4.043	Hg1201	K	53.0	Phys.Rev.B, 65(2002)104505
1220		Tl2.5Pb0.5Pr1Sr2Cu2.5OX		K	27.89	JJAP.LETT.,28(1989)L200
9741	(Sr,Ca)10Cu17O29	Ca5.9Sr3.5Bi0.3Y0.1Pb0.1Al0.1Cu15.1O29	LAD	K	75.0	Physica.C,311(1998)187-196
151576	Ba(Fe,Ni)2As2	Ba1Fe1.952Ni0.048As2	ThCr2Si2	K	2.39	Phys.Rev.B, 79(2009)220516
10724	YBa2(Cu,Co)3O7	Y1Ba2Cu0.925Co0.075O7-d		K	81.2	Phys.Rev.B,50(1994) 16028
103191	Th1Ru2	Ru2Th1		K	3.56	PRENUM PRESS 1973
154759	LaPt1.8Ge2.2	La1Pt1.8Ge2.2	CaBe2Ge2	K	1.95	J.Phys.Soc.Jpn, 82(2013)065002
113279	UIr	Ir1U1	PbBi	K	0.14	J.Phys.Soc.Jpn, 73(2004)3129
10179	Tl(Sr,Ca)LaCuO5	Tl1Sr0.4Ca0.6La1Cu1O5	Tl1201	K	26.0	Phys.Rev.B, 49(1994)13123
33207	(La,Sr)2CuO4	La1.857Sr0.143Cu1O4+z	T	K	36.6	Phys.Rev.B, 65(2001)24523
112586	(IrRh)1-xOsx	Ir0.165Rh0.165Os0.67		K	0.35	PHYS.REV.,165(1968)533 545
40077	Ag7O8(BF)4	Ag7B4F4O8		K	0.15	Phys.Rev.Lett., 17(1966)917
101790	N1Nb1	N1Nb1		K	15.23	J.APPL.PHYS.,40(1969)2153
130014	SnMo6Se8	Sn1Mo6Se8	Chevrel	K	3.4	J.Low Temp.Phys., 48(1982)503
1014		Li0.9Mo6O17	bronze	K	1.7	Physica.C,162-164(1989)427-428
9664	La2CuOz	La2Cu1O4.0625	T 	K	17.0	Solid State Commun., 114(2000)107
12071	Am(II)	Am1	element	K	2.2	Phys.Rev.Lett., 94(2005)097002
112467	Sn1-xInx	In0.046Sn0.954		K	3.655	J.APPL.PHYS.,36(1965)3895
108119	(U,Th)Be13	U0.9822Th0.0178Be13		K	0.519	Phys.Rev.B,58(1998)15153-15159
150328	Na0.33(H3O)0.02CoCo2/1.4H2O	Na0.33H2.86Co1O3.42		K	4.5	Phys.Rev.B, 76(2007)132501
102162	Rh0.91Ti0.04Zr0.05	Rh0.91Ti0.04Zr0.05		K	1.8	Z.PHYS.,178(1964)216
153466	(Y,Ca)Ba2(Cu,Mg)3Oz	Y0.85Ca0.15Ba2Cu2.94Mg0.06Oz	Y123	K	72.6	Physica C, 477(2012)36
34036	LixCsCa2Nb3O10	Li0.46Cs1Ca2Nb3O10		K	5.29	Physica C, 357(2001)393
111521	S	S1		K	14.0	Nature, 390(1997)382
113018	Zr-V-Nb	Zr25.8V51.3Nb22.9		K	4.34	Soviet Physics - Doklady 13(1968)162
111396	Mg(B,C)2	Mg1B1.96C0.04	AlB2	K	38.4	Physica C, 370(2002)211
9728	Tl(Sr,Tb)2CaCu2O7	Tl1Sr1.5Tb0.5Ca1Cu2O7	Tl1212	K	80.0	Physica.C,311(1998)297-302
40343	MgC(Ni,Ru)3	Mg1C1Ni2.98Ru0.02	ABO3	K	6.52	Solid State Commun., 132(2004)379
1891	YBa2Cu3O7	Y1Ba2Cu3O6.33	Y123	K	18.6	PHYSICA C,170(1990)307
4754	(Bi,Sr)2(Sr,La)2CuO6	Bi1.95Sr1.65La0.4Cu1O6+z	Bi2201	K	15.0	Physica C,228 (1994) 401-407
19509	(Y,Ca)(Ba,La)2Cu3Oz	Y0.7Ca0.3Ba1.7La0.3Cu3OZ	Y123	K	84.5	Phys.Rev.B,59(1999)6550
7278	(Pr,Ce)2(Cu,Ni)O4	Pr1.87Ce0.13Cu0.997Ni0.003O4+z	T'	K	18.0	Phys.Rev.B,54(1996)6680
158848	FeSe1-xSx, x = 0.09	Fe1Se0.91S0.09		K	10.33	Phys.Rev.Lett., 123(2019)147001
109424	MgB2	B2Mg1	AlB2	K	38.5	Phys.Rev.B, 64(2001)012507
155447	Cs3C60	Cs3C60	fullerene	K	38.0	Nat. Mater., 7(2008)367
152568	SrIr2As2	Sr1Ir2As2	ThCr2Si2	K	2.8	Physica C, 470(2010)S296
103763		B1C1Mo2		K	5.3	PRENUM PRESS 1973
155518	KFe2As2	K1Fe2As2	ThCr2Si2	K	3.5	Phys.Rev.B, 89(2014)220509
106039	(Na,Ba)Si46	Na1.5Ba6Si46	clathrate	K	2.6	Solid State Commun.100(1996)393
103235	V0.045Nb0.5Zr1	V0.45Nb0.5Zr1		K	4.3	PRENUM PRESS 1973
2503	(Nd,Ce)2(Cu,Ni)O4	Nd1.85Ce0.15Cu0.993Ni0.007O4	T'	K	5.6	PHYS.REV.B,43(1991)10489
11928	(Lu,Pr)(Ba,Sr)2Cu3O7-d	Lu0.9Pr0.1Ba1.7Sr0.3Cu3O6.95		K	79.0	Phys.Rev.B,52(1995)10504
155014	MoO2-z	Mo1O2-z		K	12.0	Phys.Rev.B, 90(2014)054505
1104	YBa2Cu3(S,O)7	Y1Ba2Cu3S0.05O7-X	Y123	K	93.5	JJAP LATT.,27(1988)L2342
6458	(Y,Ca)(Ba,La)2Cu3Oz	Y0.4Cu0.6Ba1.3La0.7Cu3O7	Y123	K	82.0	PHYS.C.159(1989)760
156446	Nd(O,F)Bi1-xPbxS2	Nd1Bi0.97Pb0.03S2F0.3O0.7		K	5.37	Solid State Commun., 223(2015)40
43040	(M)TaS2	M1Ta1S2	TX2	K	5.0	Science, 174(1971)493
157220	Na(Fe,Cu)As	Na1Fe0.994Cu0.006As1		K	10.2	Phys.Rev.B, 88(2013)094516
158984	Mundrabilla(a typical sample)	In74.72Sn15.36Pb8.75Si1.17		K	6.0	Proceedings of the National Academy of Sciences
33637	(Ru,Cu)Sr2GdCu2O8	Ru0.6Sr2Eu1Cu2.4O8-z	Ru1212	K	70.0	J.Appl.Phys., 91(2002)7134
19812	(La,Sr)2(Cu,Zn)O4	La1.85Sr0.15Cu0.99Zn0.01O4	T	K	27.9	Phys.Rev.B,59(1999)14023
155046	(Ca,Nd)Fe(As,Sb)2	Ca0.84Nd0.16Fe1As0.9Sb0.1	Fe-112	K	43.0	J.Phys.Soc.Jpn, 83(2014)093705
155751	Ce(O,F)FeAs	Ce1Fe1As1F0.06O0.94	oxypnictide	K	0.0	Nature Mater., 7(2008)953
104136		Nb0.6Pd0.4		K	1.6	PRENUM PRESS 1973
6080		Bi1.8Sr2Ca1Cu2Li0.4Oz	Bi2212	K	94.1	Physica C.,246(1995)297-308
3523	(Bi,Pb)2Sr2Ca2(In)XCu3OZ	Bi1.8Pb0.2Sr2Ca2In0.3Cu3OZ		K	81.0	PHYSICA C,194(1992)321
102249	Sn1Ta3	Sn1Ta3	Cr3Si(A15)	K	6.2	J.APPL.PHYS.,36(1965)3256
156823	(Bi,Co)4O4S3	Bi3.875Co0.125S3O4		K	4.79	Phys.Rev.B, 94(2016)064522
10500	(Eu,Pr)Ba2Cu4O8	Eu1Ba2Cu4O8	Y124	K	70.5	Phys.Rev.B,50 (1994) 10265
151009	(Cu,Tl)Ba2Ca2(Cu,Ge)3O10	Tl0.5Ba2Ca2Cu2.5Ge1O10-z	Tl1223	K	104.0	Physica C, 468(2008)2341
102232	Sb0.011Sn0.989	Sb0.011Sn0.989		K	3.642	J.PHYS.(PARIS),25(1964)374
202	YBa2Cu3HxO7	Y1Ba2Cu3H0.14O7	Y123	K	92.5	PHYS.REV.B,36(1987)8798
153543	Ca1-xLaxFe2As2	Ca0.835La0.165Fe2As2	ThCr2Si2	K	41.2	Phys.Rev.B, 85(2012)024525
2718	YBa2(Cu,Fe)3O7	Y1Ba2Cu2.95Fe0.05O6.55	Y123	K	17.8	PHYSICA C,174(1991)316
1607	YBa2(Cu,Ni)3O7	Y1Ba2Cu2.94Ni0.06O7-Z	Y123	K	83.0	PHYSICA C,152(1988)339
40455	Nd(Ba,Sr)2Cu3O7	Nd1Ba1.2Sr0.8Cu3O6.97	Y123	K	66.9	Physica C, 434(2006)178
2736	YBa2Cu3O7	Y1Ba2Cu3O6.9	Y123	K	91.0	PHYSICA C,174(1991)316
150220	CuxTiSe2	Cu0.065Ti1Se2	1T-MX2	K	3.4	Phys.Rev.B, 76(2007)024513
34124	(Y,La)Ba2Cu3Oz	Y0.3La0.7Ba2Cu3O6.98	Y123	K	82.0	Phys.Rev.B, 68(2003)64502
